sample,spot,cage,sample_id,apo_sym,date_deployed,date_collected,treatment,Notes,Present_in_lab,survival_6.30.23,survival_7.5.23,survival_7.12.23,survival_7.19.23,survival_8.1.23,survival_8.9.23,survival_8.14.23,survival_8.23.23,survival_8.28.23,survival_9.6.23,survival_9.13.23,survival_9.20.23,survival_9.29.23,survival_10.3.23,survival_10.10.23,end_status,date_mortality,days_alive
162,C1,G4,G4-C1-162,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
42,C2,G4,G4-C2-42,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
72,C3,G4,G4-C3-72,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
134,C4,G4,G4-C4-134,SYM,2023.06.23,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
6,D1,G4,G4-D1-6,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
189,D2,G4,G4-D2-189,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
138,D3,G4,G4-D3-138,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
40,D4,G4,G4-D4-40,SYM,2023.06.23,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
107,A1,G5,G5-A1-107,APO,2023.06.23,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
220,A2,G5,G5-A2-220,APO,2023.06.23,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
117,A3,G5,G5-A3-117,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
14,A4,G5,G5-A4-14,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,110
127,B1,G5,G5-B1-127,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
186,B2,G5,G5-B2-186,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
19,B3,G5,G5-B3-19,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
67,B4,G5,G5-B4-67,APO,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
49,C1,G5,G5-C1-49,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
221,C2,G5,G5-C2-221,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
56,C3,G5,G5-C3-56,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
41,C4,G5,G5-C4-41,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
99,D1,G5,G5-D1-99,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
33,D2,G5,G5-D2-33,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
25,D3,G5,G5-D3-25,SYM,2023.06.21,2023.10.09,control,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
89,A1,S1,S1-A1-89,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
29,A2,S1,S1-A2-29,NA,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
210,A3,S1,S1-A3-210,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
116,A4,S1,S1-A4-116,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
9,B1,S1,S1-B1-9,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
224,B2,S1,S1-B2-224,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
18,B3,S1,S1-B3-18,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
208,B4,S1,S1-B4-208,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
173,C1,S1,S1-C1-173,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
233,C2,S1,S1-C2-233,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
146,C3,S1,S1-C3-146,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
211,C4,S1,S1-C4-211,SYM,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
61,D1,S1,S1-D1-61,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
96,D2,S1,S1-D2-96,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
219,D3,S1,S1-D3-219,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
55,D4,S1,S1-D4-55,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
160,A1,S2,S2-A1-160,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
44,A2,S2,S2-A2-44,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
62,A3,S2,S2-A3-62,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
230,A4,S2,S2-A4-230,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
120,B1,S2,S2-B1-120,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
104,B2,S2,S2-B2-104,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
178,B4,S2,S2-B4-178,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
158,C1,S2,S2-C1-158,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
150,C2,S2,S2-C2-150,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
86,C3,S2,S2-C3-86,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
97,C4,S2,S2-C4-97,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
195,D1,S2,S2-D1-195,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
81,D2,S2,S2-D2-81,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
174,D3,S2,S2-D3-174,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
102,D4,S2,S2-D4-102,SYM,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
198,A1,S4,S4-A1-198,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
43,A2,S4,S4-A2-43,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
182,A3,S4,S4-A3-182,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
51,A4,S4,S4-A4-51,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
122,B1,S4,S4-B1-122,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
149,B2,S4,S4-B2-149,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
192,B3,S4,S4-B3-192,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
147,B4,S4,S4-B4-147,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
156,C1,S4,S4-C1-156,SYM,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
105,C2,S4,S4-C2-105,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
47,C3,S4,S4-C3-47,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
141,C4,S4,S4-C4-141,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
142,D1,S4,S4-D1-142,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
181,D2,S4,S4-D2-181,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
143,D3,S4,S4-D3-143,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
132,D4,S4,S4-D4-132,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
83,A1,S5,S5-A1-83,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
31,A4,S5,S5-A4-31,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
171,B1,S5,S5-B1-171,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
63,B2,S5,S5-B2-63,APO,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
4,B3,S5,S5-B3-4,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
133,B4,S5,S5-B4-133,APO,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
74,C1,S5,S5-C1-74,SYM,2023.06.23,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,109
169,C2,S5,S5-C2-169,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
45,C3,S5,S5-C3-45,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
213,C4,S5,S5-C4-213,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
201,D1,S5,S5-D1-201,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
88,D2,S5,S5-D2-88,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
187,D3,S5,S5-D3-187,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
179,D4,S5,S5-D4-179,SYM,2023.06.21,2023.10.09,shade,,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alive,2023.10.9,111
94,B3,D1,D1-B3-94,APO,2023.06.21,2023.10.10,deep,,NO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Dead,2023.8.1,41
10,A3,D4,D4-A3-10,APO,2023.06.21,NA,deep,,NO,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Dead,2023.8.28,69
170,B4,G1,G1-B4-170,APO,2023.06.23,2023.10.09,control,"HANA-LEI - this one died, don't air brush it! Throw it out. ",we have it but it dead,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Dead,2023.9.20,90
227,A1,G2,G2-A1-227,APO,2023.06.21,2023.10.09,control,,NO,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Dead,2023.7.5,15
46,A2,G4,G4-A2-46,APO,2023.06.21,NA,control,,NO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Dead,2023.8.1,42
3,B3,S2,S2-B3-3,APO,2023.06.23,2023.10.09,shade,,NO,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Dead,2023.8.23,62
204,A2,S5,S5-A2-204,APO,2023.06.21,2023.10.09,shade,,NO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Dead,2023.8.1,42
98,A3,S5,S5-A3-98,APO,2023.06.21,2023.10.09,shade,,NO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Dead,2023.8.1,42
NA,D4,D1,D1-D4-NA,NA,NA,NA,deep,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,B2,D4,D4-B2-71,APO,2023.06.23,NA,deep,,NO,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D4,D5,D5-D4-NA,NA,NA,NA,deep,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D1,G2,G2-D1-NA,NA,NA,NA,control,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,D4,G5,G5-D4-NA,NA,NA,NA,control,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,APO,2023.06.23,NA,NA,LOST,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,APO,2023.06.23,NA,NA,LOST,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,APO,2023.06.21,NA,NA,LOST,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,APO,2023.06.21,NA,NA,LOST,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,APO,2023.06.21,NA,NA,LOST,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA